Time,X Position,Y Position
0.017,714.64599609375,650.699568684896
0.033,714.795052083333,649.946443684896
0.050,715.169653320312,649.801310221354
0.067,715.369702148437,650.052351888021
0.083,715.801180013021,651.558601888021
0.100,715.969848632812,652.56865234375
0.117,716.3640625,654.571101888021
0.133,715.899243164062,657.075634765625
0.150,714.387109375,660.094018554688
0.167,711.937491861979,664.612768554688
0.183,709.030900065104,670.875081380208
0.200,705.133870442708,677.815991210938
0.217,700.61904296875,684.947143554688
0.233,695.154964192708,692.011612955729
0.250,689.106429036458,699.507560221354
0.267,681.900748697916,706.171931966146
0.283,673.618334960937,712.475431315104
0.300,664.347444661458,718.353336588542
0.317,655.5962890625,724.170442708333
0.333,648.51220703125,728.63427734375
0.350,644.338639322916,730.89365234375
0.367,645.297696940104,730.391569010417
0.383,651.330541992187,727.88115234375
0.400,662.337150065104,721.865958658854
0.417,676.146402994792,714.062093098958
0.433,693.415323893229,709.792423502604
0.450,709.499641927083,706.781884765625
0.467,725.817350260417,708.513680013021
0.483,740.660188802083,714.789721679688
0.500,753.424088541667,724.078263346354
0.517,762.185050455729,734.370971679688
0.533,768.737630208333,745.342277018229
0.550,772.591512044271,753.036311848958
0.567,775.535367838542,756.645035807292
0.583,779.030338541667,756.074308268229
0.600,782.491967773437,749.996354166667
0.617,786.273282877604,740.258683268229
0.633,788.826847330729,725.727685546875
0.650,800.402221679687,719.171183268229
0.667,800.810164388021,698.083683268229
0.683,802.851839192708,680.510766601563
0.700,803.359806315104,660.929516601563
0.717,804.373779296875,644.358805338542
0.733,807.366666666667,631.808683268229
0.750,814.384065755208,625.281599934896
0.767,818.002596028646,617.750349934896
0.783,822.460546875,613.276708984375
0.800,827.481380208333,611.699853515625
0.817,831.496085611979,611.723388671875
0.833,835.012630208333,614.280875651042
0.850,838.062394205729,619.758683268229
0.867,839.505883789062,626.285766601563
0.883,840.033463541667,634.246533203125
0.900,839.531380208333,642.866284179688
0.917,838.527213541667,651.970467122396
0.933,837.020963541667,661.445328776042
0.950,836.518880208333,673.454142252604
0.967,832.965071614583,682.017016601563
0.983,828.936637369792,689.548266601563
1.000,825.975130208333,699.005476888021
1.017,824.0138671875,708.125349934896
1.033,818.949886067708,712.644099934896
1.050,814.442903645833,718.167016601563
1.067,810.902823893229,724.190055338542
1.083,806.923421223958,729.212849934896
1.100,801.376969401042,732.227311197917
1.117,792.335546875,730.640649414063
1.133,786.310546875,732.750968424479
1.150,780.285546875,735.269230143229
1.167,774.260546875,738.181705729167
1.183,767.690315755208,740.258683268229
1.200,760.704296875,744.218473307292
1.217,752.168880208333,746.813224283854
1.233,742.615568033854,749.296183268229
1.250,730.567529296875,750.802433268229
1.267,724.091438802083,761.597224934896
1.283,720.013972981771,766.869099934896
1.300,716.226774088542,769.128474934896
1.317,717.276049804687,768.626391601563
1.333,723.222599283854,767.120141601563
1.350,732.009057617187,761.881608072917
1.367,743.021549479167,754.352319335938
1.383,754.118375651042,746.785766601563
1.400,765.123022460937,736.238094075521
1.417,774.937182617187,727.690909830729
1.433,784.476765950521,723.960587565104
1.450,797.811393229167,724.694099934896
1.467,804.287483723958,718.669099934896
1.483,809.853548177083,716.158683268229
1.500,814.852807617187,714.646549479167
1.517,819.477465820312,715.395751953125
1.533,824.153116861979,716.905924479167
1.550,828.681673177083,717.912052408854
1.567,833.708390299479,718.412174479167
1.583,838.1349609375,716.905924479167
1.600,842.175162760417,712.387174479167
1.617,845.73681640625,704.383260091146
1.633,851.226391601562,698.271964518229
1.650,855.221484375,686.278841145833
1.667,859.563720703125,675.748819986979
1.683,863.315616861979,664.697102864583
1.700,866.765478515625,652.890299479167
1.717,869.891731770833,643.6017578125
1.733,870.285945638021,629.041341145833
1.750,873.83779296875,622.992805989583
1.767,876.8267578125,618.497591145833
1.783,880.886572265625,619.013403320313
1.800,882.877254231771,619.5017578125
1.817,883.771590169271,622.361279296875
1.833,883.740209960937,627.284049479167
1.850,882.159431966146,633.309049479167
1.867,879.548990885417,640.840299479167
1.883,874.028035481771,646.865299479167
1.900,869.572045898437,658.905493164063
1.917,865.569108072917,672.985400390625
1.933,860.042268880208,684.019466145833
1.950,853.040559895833,695.065299479167
1.967,845.876066080729,703.600716145833
1.983,840.945450846354,716.6548828125
2.000,832.400227864583,722.6798828125
2.017,825.408325195312,730.2111328125
2.033,818.877319335937,737.752189127604
2.050,811.344108072917,743.277067057292
2.067,803.720678710937,751.2986328125
2.083,798.819482421875,757.3236328125
2.100,791.731477864583,759.834049479167
2.117,784.774877929687,763.825219726563
2.133,778.177189127604,767.847770182292
2.150,771.663834635417,772.878409830729
2.167,764.573868815104,774.896549479167
2.183,757.629036458333,777.406966145834
2.200,751.03134765625,781.4236328125
2.217,744.598404947916,785.9423828125
2.233,739.030379231771,790.95537109375
2.250,733.768310546875,795.321142578125
2.267,729.690844726562,799.751635742188
2.283,727.249072265625,803.276025390625
2.300,728.235587565104,807.753588867188
2.317,732.781795247396,807.7359375
2.333,740.773942057291,804.274308268229
2.350,753.090673828125,792.208618164063
2.367,763.442220052083,781.101985677083
2.383,775.209798177083,770.307194010417
2.400,786.312508138021,758.268961588542
2.417,796.320833333333,747.201554361979
2.433,803.850122070312,736.163566080729
2.450,810.149698893229,725.874780273438
2.467,814.870458984375,716.084155273438
2.483,818.184993489583,707.323193359375
2.500,821.375968424479,700.527416992188
2.517,824.088395182292,695.182975260417
2.533,826.222249348958,690.41318359375
2.550,828.356103515625,685.643391927083
2.567,831.660831705729,681.877766927083
2.583,835.273478190104,676.605891927083
2.600,839.584334309896,669.32568359375
2.617,844.811100260417,661.541430664063
2.633,850.145735677083,652.252888997396
2.650,855.929500325521,640.497078450521
2.667,861.22294921875,628.196036783854
2.683,866.030004882812,615.894995117188
2.700,870.344783528646,602.087703450521
2.717,874.157478841146,588.782495117188
2.733,877.868188476562,574.473120117187
2.750,881.704418945312,561.167911783854
2.767,885.448470052083,548.353019205729
2.783,888.725740559896,536.554060872396
2.800,891.467586263021,526.751668294271
2.817,893.193497721354,521.448413085938
2.833,893.993693033854,520.744319661458
2.850,894.317301432292,525.514111328125
2.867,893.968196614583,533.798486328125
2.883,892.7365234375,544.091194661458
2.900,890.879207356771,555.388069661458
2.917,888.196199544271,567.187027994792
2.933,885.003263346354,577.499348958333
2.950,881.282747395833,587.825398763021
2.967,877.468090820312,597.616023763021
2.983,873.257259114583,606.402482096354
3.000,868.920906575521,615.120296223958
3.017,864.207991536458,623.404671223958
3.033,859.446044921875,630.7044921875
3.050,854.178092447917,637.986661783854
3.067,848.963094075521,645.768953450521
3.083,843.620613606771,653.049161783854
3.100,837.893725585937,660.331331380208
3.117,832.153108723958,667.611539713542
3.133,826.408569335937,674.424967447917
3.150,820.730712890625,682.207259114583
3.167,814.899877929687,689.487467447917
3.183,809.167106119792,696.76767578125
3.200,803.428450520833,703.54580078125
3.217,797.732942708333,710.32392578125
3.233,792.525789388021,716.599967447917
